No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
222	Corsola	2	uncommon	10	16	41	Warm Ocean		any	any		fishing			minLureLevel = 1			TRUE	
222	Corsola	3	common	10	16	41	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
222	Corsola	4	uncommon	10	16	41	Warm Ocean		any	any		fishing			minLureLevel = 1	8	15	FALSE	
222	Corsola	5	common	10	16	41	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
223	Remoraid	1	common	9	5	30	Ocean		any	any		submerged	Water					TRUE	
223	Remoraid	2	common	9	5	30	Ocean		any	any		fishing						TRUE	
223	Remoraid	3	common	9	5	30	Ocean		any	any		submerged	Water			8	15	FALSE	
223	Remoraid	4	common	9	5	30	Ocean		any	any		fishing				8	15	FALSE	
223	Remoraid	5	common	9	5	30	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
223	Remoraid	6	common	9	5	30	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
224	Octillery	1	common	1	25	48	Ocean		any	any		seafloor	Water					TRUE	
224	Octillery	2	common	1	25	48	Ocean		any	any		fishing						TRUE	
224	Octillery	3	common	1	25	48	Ocean		any	any		fishing				8	15	FALSE	
224	Octillery	4	common	1	25	48	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
224	Octillery	5	common	1	25	48	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
225	Delibird	1	uncommon	10	8	33	Peak		any	any	Night x0.25	grounded	Natural			8	15		
225	Delibird	2	common	100	8	33	Aether		any	any		grounded	Natural	aether:present		8	15		
226	Mantine	1	uncommon	1.6	30	49	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water	minY = 48				TRUE	
226	Mantine	2	uncommon	1.6	30	49	Ocean	Cold Ocean, Frozen Ocean	any	any		fishing			minLureLevel = 1			TRUE	
226	Mantine	3	common	1	30	49	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
226	Mantine	4	uncommon	1.6	30	49	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water	minY = 48		8	15	FALSE	
226	Mantine	5	uncommon	1.6	30	49	Ocean	Cold Ocean, Frozen Ocean	any	any		fishing			minLureLevel = 1	8	15	FALSE	
226	Mantine	6	common	1	30	49	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
227	Skarmory	1	rare	10	22	47	Badlands, Desert, Sky		day	any		grounded	Natural, Wild			8	15		
230	Kingdra	1	common	0.01	39	54	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water					TRUE	
230	Kingdra	2	common	0.01	39	54	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
230	Kingdra	3	common	0.01	39	54	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water			8	15	FALSE	
230	Kingdra	4	common	0.01	39	54	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
230	Kingdra	5	common	0.01	39	54	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
230	Kingdra	6	common	0.01	39	54	Overworld		any	any	Lure2 x3, Lure3 x5	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
231	Phanpy	1	common	1.8	8	33	Badlands		any	any	Night x0.25	grounded	Natural, Wild			8	15		
231	Phanpy	2	common	5.4	8	33	Savanna		any	any	Night x0.25	grounded	Natural, Wild			8	15		
232	Donphan	1	common	0.2	25	50	Badlands		any	any	Night x0.25	grounded	Natural, Wild			8	15		
232	Donphan	2	common	0.6	25	50	Savanna		any	any	Night x0.25	grounded	Natural, Wild			8	15		
233	Porygon2	1	uncommon	0.72	35	52	Overworld		any	any		grounded		cobblemon:pc				any	
234	Stantler	1	common	5.4	22	47	Snowy Forest, Snowy Taiga, Tundra		any	any	Night x0.25	grounded	Natural, Wild			8	15		
234	Stantler	2	common	100	22	47	Aether		any	any		grounded	Natural	aether:holiday_leaves, aether:decorated_holiday_leaves		8	15		
235	Smeargle	1	rare	10	1	25	Overworld		any	any	Night x0.25	grounded	Natural, Urban			8	15		
235	Smeargle	2	rare	10	1	25	Overworld		any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
235	Smeargle	3	common	2	1	25	Overworld		any	any		grounded	Mansion	minecraft:light_blue_wool, minecraft:blue_wool, minecraft:cyan_wool, minecraft:light_gray_wool, minecraft:gray_wool, minecraft:green_wool, minecraft:black_wool, minecraft:lime_wool, minecraft:orange_wool, minecraft:yellow_wool, minecraft:brown_wool, minecraft:yellow_carpet, minecraft:lime_carpet				FALSE	
236	Tyrogue	1	uncommon	5.04	1	21	Hills		any	any	Night x0.25	grounded	Natural			8	15		
237	Hitmontop	1	uncommon	0.32	20	46	Hills		any	any	Night x0.25	grounded	Natural			8	15		
238	Smoochum	1	uncommon	1.68	6	31	Freezing		any	any	Night x0.25	grounded	Natural, Urban			8	15		
238	Smoochum	2	uncommon	1.68	6	31	Freezing		any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
239	Elekid	1	uncommon	1.68	11	36	Hills, Plains		any	any	Storm x5	grounded	Natural			8	15		
240	Magby	1	common	9	11	36	Hills	Volcanic	any	clear		grounded	Natural	#minecraft:lava, minecraft:magma_block		8	15		
240	Magby	2	common	9	11	36	Volcanic		any	clear		grounded	Natural			8	15		
240	Magby	3	common	9	11	36	Nether Basalt, Nether Wasteland		any	any		grounded	Natural					any	
241	Miltank	1	common	6	24	49	Grassland		any	any	Night x0.25	grounded	Natural			8	15		mooshtank=red
241	Miltank	2	common	9.9	24	49	Mushroom Fields		any	any	Night x0.25	grounded	Natural			8	15		mooshtank=brown
241	Miltank	3	common	0.1	24	49	Mushroom Fields		any	any	Night x0.25	grounded	Natural			8	15		
242	Blissey	1	rare	0.125	40	54	Overworld		any	any	Night x0.25	grounded	Natural, Urban			8	15		
242	Blissey	2	rare	0.125	40	54	Overworld		any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
242	Blissey	3	rare	0.125	40	54	Aether		any	any		grounded	Natural			8	15		
246	Larvitar	1	ultra-rare	6	5	30	Mountain	Freezing	any	any		grounded	Natural, Wild			8	15		
246	Larvitar	2	rare	7.5	5	30	Mountain		any	any		grounded	Natural			0	7		
247	Pupitar	1	ultra-rare	3.6	30	54	Mountain	Freezing	any	any		grounded	Natural, Wild			8	15		
247	Pupitar	2	rare	2.25	30	54	Mountain		any	any		grounded	Natural			0	7		
248	Tyranitar	1	ultra-rare	0.4	55	60	Mountain	Freezing	any	any		grounded	Natural, Wild			8	15		
248	Tyranitar	2	rare	0.25	55	60	Mountain		any	any		grounded	Natural			0	7		
252	Treecko	1	ultra-rare	6	5	31	Jungle, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
253	Grovyle	1	ultra-rare	3.6	16	41	Jungle, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
254	Sceptile	1	ultra-rare	0.4	36	53	Jungle, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
255	Torchic	1	ultra-rare	6	5	31	Plains, Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
256	Combusken	1	ultra-rare	3.6	16	41	Plains, Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
257	Blaziken	1	ultra-rare	0.4	36	53	Plains, Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
258	Mudkip	1	ultra-rare	6	5	31	Swamp		any	any	Rain x1.5	grounded	Natural			8	15		
258	Mudkip	2	ultra-rare	6	5	31	Swamp		any	any		submerged	Water					TRUE	
258	Mudkip	3	ultra-rare	6	5	31	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
258	Mudkip	4	ultra-rare	6	5	31	Lush		any	any		submerged	Water		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
258	Mudkip	5	ultra-rare	6	5	31	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing						TRUE	
258	Mudkip	6	ultra-rare	6	5	31	Lush		any	any		fishing			structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
258	Mudkip	7	ultra-rare	6	5	31	Swamp		any	any		submerged	Water			8	15	FALSE	
258	Mudkip	8	ultra-rare	6	5	31	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing				8	15	FALSE	
258	Mudkip	9	ultra-rare	6	5	31	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
258	Mudkip	10	ultra-rare	6	5	31	Overworld	Lush	any	any		submerged	Water	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
258	Mudkip	11	ultra-rare	6	5	31	Overworld	Lush	any	any		fishing		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
259	Marshtomp	1	ultra-rare	3.6	16	41	Swamp		any	any	Rain x1.5	grounded	Natural			8	15		
259	Marshtomp	2	ultra-rare	3.6	16	41	Swamp		any	any		submerged	Water					TRUE	
259	Marshtomp	3	ultra-rare	3.6	16	41	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
259	Marshtomp	4	ultra-rare	3.6	16	41	Lush		any	any		submerged	Water		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
259	Marshtomp	5	ultra-rare	3.6	16	41	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing						TRUE	
259	Marshtomp	6	ultra-rare	3.6	16	41	Lush		any	any		fishing			structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
259	Marshtomp	7	ultra-rare	3.6	16	41	Swamp		any	any		submerged	Water			8	15	FALSE	
259	Marshtomp	8	ultra-rare	3.6	16	41	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing				8	15	FALSE	
259	Marshtomp	9	ultra-rare	3.6	16	41	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
259	Marshtomp	10	ultra-rare	3.6	16	41	Overworld	Lush	any	any		submerged	Water	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
259	Marshtomp	11	ultra-rare	3.6	16	41	Overworld	Lush	any	any		fishing		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
260	Swampert	1	ultra-rare	0.4	36	53	Swamp		any	any	Rain x1.5	grounded	Natural			8	15		
260	Swampert	2	ultra-rare	0.4	36	53	Swamp		any	any		submerged	Water					TRUE	
260	Swampert	3	ultra-rare	0.4	36	53	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
260	Swampert	4	ultra-rare	0.4	36	53	Lush		any	any		submerged	Water		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
260	Swampert	5	ultra-rare	6	36	53	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing						TRUE	
260	Swampert	6	ultra-rare	0.4	36	53	Lush		any	any		fishing			structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
260	Swampert	7	ultra-rare	0.4	36	53	Swamp		any	any		submerged	Water			8	15	FALSE	
260	Swampert	8	ultra-rare	6	36	53	Badlands, Forest, Jungle, Mushroom, Savanna, Swamp		any	any		fishing				8	15	FALSE	
260	Swampert	9	ultra-rare	0.4	36	53	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
260	Swampert	10	ultra-rare	0.4	36	53	Overworld	Lush	any	any		submerged	Water	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
260	Swampert	11	ultra-rare	0.4	36	53	Overworld	Lush	any	any		fishing		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
261	Poochyena	1	common	5.4	1	22	Badlands, Savanna		night	any		grounded	Natural			8	15		
261	Poochyena	2	common	90	1	22	Overworld		any	any		grounded	Natural, Pillager_Outpost			8	15		
262	Mightyena	1	common	0.6	18	42	Badlands, Savanna		night	any		grounded	Natural			8	15		
262	Mightyena	2	common	10	18	42	Overworld		any	any		grounded	Natural, Pillager_Outpost			8	15		
263	Zigzagoon	1	common	9	1	24	Temperate		any	any	Night x1.5	grounded	Natural			8	15		
263	Zigzagoon	2	common	9	1	24	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural			8	15		
263	Zigzagoon [Galarian]	3	common	9	1	24	Taiga		any	any	Night x1.5	grounded	Natural, Wild			8	15		
264	Linoone	1	common	1	20	42	Temperate		any	any	Night x1.5	grounded	Natural			8	15		
264	Linoone	2	common	1	20	42	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural			8	15		
264	Linoone [Galarian]	3	common	0.9	20	42	Taiga		any	any	Night x1.5	grounded	Natural, Wild			8	15		
270	Lotad	1	common	1.8	1	22	Swamp		any	rain		grounded	Natural			8	15		
270	Lotad	2	common	5.4	1	22	Swamp		any	any		surface	Water			8	15		
270	Lotad	3	common	9	1	22	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing						TRUE	
270	Lotad	4	common	9	1	22	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing				8	15	FALSE	
271	Lombre	1	common	0.19	14	34	Swamp		any	rain		grounded	Natural			8	15		
271	Lombre	2	common	0.57	14	34	Swamp		any	any		surface	Water			8	15		
271	Lombre	3	common	0.95	14	34	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing						TRUE	
271	Lombre	4	common	0.95	14	34	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing				8	15	FALSE	
272	Ludicolo	1	common	0.01	29	48	Swamp		any	rain		grounded	Natural			8	15		
272	Ludicolo	2	common	0.03	29	48	Swamp		any	any		surface	Water			8	15		
272	Ludicolo	3	common	0.05	29	48	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing						TRUE	
272	Ludicolo	4	common	0.05	29	48	Forest, Jungle, Swamp		any	rain	Lure0/1 x0.6	fishing				8	15	FALSE	
273	Seedot	1	common	5.4	1	22	Forest, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
274	Nuzleaf	1	common	0.57	14	34	Forest, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
275	Shiftry	1	common	0.03	29	48	Forest, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Treetop			8	15		
276	Taillow	1	common	9	2	27	Sky, Temperate	Spooky	day	any		grounded	Natural, Treetop			8	15		
276	Taillow	3	common	9	2	27	Aether		any	any		grounded	Natural, Treetop			8	15		
277	Swellow	1	common	1	22	46	Sky, Temperate	Spooky	day	any		grounded	Natural, Treetop			8	15		
277	Swellow	3	common	1	22	46	Aether		any	any		grounded	Natural, Treetop			8	15		
278	Wingull	1	common	9	2	27	Coast, Ocean, Sky, Tropical Island	Freezing	day	any		grounded	Natural, Treetop			8	15		
279	Pelipper	1	common	1	25	44	Coast, Ocean, Sky, Tropical Island	Freezing	day	any		grounded	Natural, Treetop			8	15		
280	Ralts	1	rare	7.5	1	20	Floral, Magical, Skyroot Grove, Skyroot Meadow, Snowy Forest		any	any		grounded	Natural			8	15		
280	Ralts	2	rare	1.5	1	20	Overworld		any	any		grounded	Natural, Urban			8	15		
280	Ralts	3	rare	1.5	1	20	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
280	Ralts	4	common	1.8	1	20	Overworld		any	any		grounded	Mansion					FALSE	
281	Kirlia	1	rare	2.25	20	29	Floral, Magical, Skyroot Grove, Skyroot Meadow, Snowy Forest		any	any		grounded	Natural			8	15		
281	Kirlia	2	rare	0.45	20	29	Overworld		any	any		grounded	Natural, Urban			8	15		
281	Kirlia	3	rare	0.45	20	29	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
281	Kirlia	4	common	0.19	20	29	Overworld		any	any		grounded	Mansion					FALSE	
282	Gardevoir	1	rare	0.1875	30	52	Floral, Magical, Skyroot Grove, Skyroot Meadow, Snowy Forest		any	any		grounded	Natural			8	15		
282	Gardevoir	2	rare	0.0375	30	52	Overworld		any	any		grounded	Natural, Urban			8	15		
282	Gardevoir	3	rare	0.0375	30	52	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
282	Gardevoir	4	common	0.0075	30	52	Overworld		any	any		grounded	Mansion					FALSE	
283	Surskit	1	uncommon	5.04	2	27	Freshwater	Freezing	any	clear		surface	Water			8	15		
283	Surskit	2	uncommon	8.4	2	27	Bumblezone		any	any		surface	Water		structure:#the_bumblezone:sempiternal_sanctums			any	
284	Masquerain	1	uncommon	0.96	22	45	Freshwater	Freezing	any	clear		surface	Water			8	15		
284	Masquerain	2	uncommon	1.6	22	45	Bumblezone		any	any		surface	Water		structure:#the_bumblezone:sempiternal_sanctums			any	
285	Shroomish	1	common	1.8	5	30	Forest, Skyroot Forest, Skyroot Woodland	Freezing	any	any		grounded	Natural			8	15		
285	Shroomish	2	common	9	5	30	Mushroom		any	any		grounded	Natural			8	15		
286	Breloom	1	common	0.2	23	46	Forest, Skyroot Forest, Skyroot Woodland	Freezing	any	any		grounded	Natural			8	15		
286	Breloom	2	common	1	23	46	Mushroom		any	any		grounded	Natural			8	15		
287	Slakoth	1	common	1.8	3	28	Jungle		any	any		grounded	Natural, Treetop, Wild			8	15		
288	Vigoroth	1	common	0.18	18	44	Jungle		any	any		grounded	Natural, Treetop, Wild			8	15		
289	Slaking	1	common	0.02	36	67	Jungle		any	any		grounded	Natural, Wild			8	15		
290	Nincada	1	common	10	2	27	Forest, Jungle	Deep Dark	any	any		grounded	Natural	minY = 32, maxY = 62		0	7		
290	Nincada	2	common	5.7	2	27	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural			0	7		
291	Ninjask	1	common	2	20	46	Forest, Jungle	Freezing	day	clear		grounded	Natural			8	15		
291	Ninjask	2	common	2	20	46	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural			8	15		
292	Shedinja	1	common	2	20	24	Forest, Jungle	Freezing	night	clear		grounded	Natural			8	15		
292	Shedinja	2	common	0.3	20	24	Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural			0	7		
293	Whismur	1	uncommon	8.4	1	24	Deep Dark		any	any		grounded	Natural			0	7		
293	Whismur	2	common	1.8	1	24	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
294	Loudred	1	uncommon	1.44	20	39	Deep Dark		any	any		grounded	Natural			0	7		
294	Loudred	2	common	0.18	20	39	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
295	Exploud	1	uncommon	0.16	40	49	Deep Dark		any	any		grounded	Natural			0	7		
295	Exploud	2	common	0.02	40	49	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
296	Makuhita	1	common	1.8	1	24	Mountain		any	any	Night x0.25	grounded	Natural			8	15		
297	Hariyama	1	common	0.2	24	47	Mountain		any	any	Night x0.25	grounded	Natural			8	15		
299	Nosepass	1	uncommon	5.52	13	38	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
302	Sableye	1	common	10	13	38	Aether, Overworld		any	any		grounded	Natural	#cobblemon:gemstones		0	7		
302	Sableye	2	rare	10	13	38	Deep Dark		any	any		grounded	Natural			0	7		
302	Sableye	3	common	2	13	38	Crystal Canyon, Crystalline Chasm		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
303	Mawile	1	uncommon	6	13	38	Deep Dark		any	any		grounded	Natural			0	7		
303	Mawile	2	rare	6	13	38	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
304	Aron	1	common	9	8	33	Mountain	Deep Dark	any	any		grounded	Natural, Wild	#minecraft:iron_ores				any	
304	Aron	2	uncommon	8.4	8	33	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:iron_ores		0	7		
305	Lairon	1	common	0.9	32	43	Mountain	Deep Dark	any	any		grounded	Natural, Wild	#minecraft:iron_ores				any	
305	Lairon	2	uncommon	1.44	32	43	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:iron_ores		0	7		
306	Aggron	1	common	0.1	42	53	Mountain	Deep Dark	any	any		grounded	Natural, Wild	#minecraft:iron_ores				any	
306	Aggron	2	uncommon	0.16	42	53	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:iron_ores		0	7		
311	Plusle	1	uncommon	1	16	41	Plains		any	any	Storm x5	grounded	Natural			8	15		
311	Plusle	2	uncommon	30	16	41	Plains		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
312	Minun	1	uncommon	1	16	41	Plains		any	any	Storm x5	grounded	Natural			8	15		
312	Minun	2	uncommon	30	16	41	Plains		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
313	Volbeat	1	common	5	18	43	Freshwater	Freezing	night	clear		grounded	Natural, Treetop			8	15		
313	Volbeat	2	uncommon	5	18	43	Freshwater	Freezing	night	clear		surface	Water			8	15		
313	Volbeat	3	common	3	18	43	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
313	Volbeat	4	uncommon	3	18	43	Bumblezone		any	any		surface	Water		structure:#the_bumblezone:sempiternal_sanctums			any	
314	Illumise	1	common	5	18	43	Freshwater	Freezing	night	clear		grounded	Natural, Treetop			8	15		
314	Illumise	2	uncommon	5	18	43	Freshwater	Freezing	night	clear		surface	Water			8	15		
314	Illumise	3	common	3	18	43	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
314	Illumise	4	uncommon	3	18	43	Bumblezone		any	any		surface	Water		structure:#the_bumblezone:sempiternal_sanctums			any	
315	Roselia	1	common	0.95	23	40	Aether, Floral		any	any		grounded	Natural			8	15		
315	Roselia	2	common	0.95	23	40	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
318	Carvanha	1	common	1.8	6	31	Ocean, Swamp		any	any		submerged	Water					TRUE	
318	Carvanha	2	common	1.8	6	31	Ocean		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
318	Carvanha	3	common	2	6	31	Jungle, Swamp		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
318	Carvanha	4	common	1.8	6	31	Ocean, Swamp		any	any		submerged	Water			8	15	FALSE	
318	Carvanha	5	common	1.8	6	31	Ocean		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
